"Fecha","Tipo","Nominales","Precio","Moneda"
"2024-09-11","Venta","-247","0","ARS"
"2024-04-16","Compra","135","18488.462962962964","ARS"
"2024-02-26","Compra","11","20978.909090909092","ARS"
"2024-02-19","Compra","45","22405.555555555555","ARS"
"2024-02-16","Compra","24","23799.833333333332","ARS"
"2024-02-15","Compra","32","26098.953125","ARS"
