"Fecha","Tipo","Nominales","Precio","Moneda"
"2024-11-11","Venta","-52","0","ARS"
"2024-10-04","Venta","-51","0","ARS"
"2024-03-11","Compra","17","21022.5","ARS"
"2024-02-19","Venta","-28","0","ARS"
"2024-01-29","Compra","13","20958.5","ARS"
"2024-01-25","Compra","8","21220","ARS"
"2024-01-22","Compra","93","21180","ARS"
