"Fecha","Tipo","Nominales","Precio","Moneda"
"2024-05-21","Venta","-5568","0","ARS"
"2024-05-07","Venta","-1855","0","ARS"
"2024-03-05","Compra","2379","98426.35561160151","ARS"
"2024-02-09","Venta","-692","0","ARS"
"2024-02-06","Compra","3432","96.75961538461539","USD"
"2024-02-05","Compra","1268","118650","ARS"
"2024-01-26","Compra","1036","96.51061776061776","USD"
