"Fecha","Tipo","Nominales","Precio","Moneda"
"2024-07-24","Venta","-362","0","ARS"
"2024-07-05","Venta","-358","0","ARS"
"2024-07-05","Compra","358","3992.0576815642457","ARS"
"2024-07-05","Venta","-726","0","ARS"
"2024-02-23","Compra","352","2397.9","ARS"
"2024-02-05","Compra","191","2654","ARS"
"2024-02-01","Compra","116","2762.0064655172414","ARS"
"2024-01-22","Compra","87","2292","ARS"
"2024-01-18","Compra","342","2108","ARS"
