"Fecha","Tipo","Nominales","Precio","Moneda"
"2024-01-26","Venta","-20","0","ARS"
"2024-01-25","Venta","-20","0","ARS"
"2024-01-18","Compra","30","16198.266666666666","ARS"
"2024-01-17","Compra","10","16795","ARS"
