"Fecha","Tipo","Nominales","Precio","Moneda"
"2024-02-09","Venta","-571","0","ARS"
"2024-01-23","Compra","26","920","ARS"
"2024-01-22","Compra","314","969.047770700637","ARS"
"2024-01-16","Compra","200","664","ARS"
"2024-01-12","Compra","31","691.5","ARS"
