"Fecha","Tipo","Nominales","Precio","Moneda"
"2024-02-28","Venta","-843","0","ARS"
"2024-01-29","Venta","-280","0","ARS"
"2024-01-24","Compra","305","1213.5","ARS"
"2024-01-23","Compra","340","1191","ARS"
"2024-01-17","Compra","478","1130","ARS"
